SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,Rate_Level,Available_Stock,New_Stock_Status,Stock_Status,Reorder_Flag,Stockout_Risk,Coverage_Gap,Risk_Level,Inventory_Turnover,Turnover_Category,Demand_Supply_Ratio,Supplier_Risk,Supplier_Risk_Level,Inventory_Risk,SC_Risk_Score,Supplier_Class,Warehouse_Stock_Imbalance,Warehouse_Imbalance_Level,Optimization_Score
SKU0288,Fresh Product 491,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH5945,17/03/2025,07/03/2025,22/03/2025,176,180,22,32,1,1,20.16,7430,8.93,80.64,47,4,$1.46,$1.36,$263.11,3.36,11,0.9232,FEFO,Expiring Soon,0,29/08/2025,1.76%,67.41%,No Notes,Medium,125,In Stock,Critical,FALSE,FALSE,0,Medium Risk,40.88,Fast Moving,0.112,0.31,Low,0,0.31,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0289,Meat Product 191,Meat,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH4836,31/05/2025,04/05/2025,14/06/2025,101,36,3,6,2,0,3.04,650,11.84,9.12,12,3,$2.50,$2.38,$90.00,2.53,2,0.8328,FIFO,Expiring Soon,-2,11/06/2025,4.91%,87.74%,High return rate,Low,25,Low,Low,FALSE,FALSE,0,Low Risk,30.82222222,Fast Moving,0.084444444,0.5,Low,0,0.5,A - Good,213.1579776,Very Uneven (~213+),0
SKU0290,Frozen Product 68,Frozen,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH8291,30/04/2025,30/04/2025,19/04/2026,132,135,87,7,0,1,29.19,7870,4.62,87.57,46,3,$2.43,$2.73,$328.46,6.49,6,0.8062,FIFO,In Stock,0,12/06/2025,-9.80%,87.48%,No Notes,Medium,41,Low,Critical,FALSE,FALSE,0,High Risk,78.92111111,Very Fast Moving,0.216222222,0.58,Low,0,0.58,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0291,Dairy Product 441,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH4751,10/05/2025,16/04/2025,19/05/2025,122,180,52,41,1,0,17.64,5900,10.2,176.4,90,10,$1.09,$1.06,$195.73,2.94,6,0.9303,FIFO,Low Stock,-2,27/08/2025,5.78%,69.25%,Promotional item,Low,86,In Stock,Low,FALSE,FALSE,0,Low Risk,35.77,Fast Moving,0.098,0.7,Low,0,0.7,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0292,Personal Product 71,Personal Care,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3340,29/03/2025,25/03/2025,13/01/2030,164,87,34,16,2,0,10.75,3500,8.09,32.25,21,3,$9.23,$9.59,$803.16,3.71,6,0.9233,FIFO,In Stock,-6,23/06/2025,-6.51%,84.73%,No Notes,Medium,35,Low,Critical,FALSE,FALSE,0,Medium Risk,45.10057471,Fast Moving,0.123563218,0.23,Low,0,0.23,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0293,Frozen Product 370,Frozen,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8248,27/05/2025,02/04/2025,29/04/2026,105,126,28,14,0,2,10.01,3040,12.59,20.02,18,2,$5.25,$4.87,$661.12,2.38,3,0.9547,FIFO,In Stock,-2,29/08/2025,-2.23%,67.24%,No Notes,Low,84,In Stock,Low,FALSE,FALSE,0,Low Risk,28.99722222,Fast Moving,0.079444444,0.09,Low,0,0.09,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0294,Dairy Product 64,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6152,12/06/2025,23/04/2025,02/07/2025,89,579,132,50,2,0,54.27,1668,10.67,379.89,197,7,$1.89,$2.07,"$1,094.89",2.81,19,0.8133,FIFO,Expiring Soon,5,09/08/2025,2.44%,90.55%,No Notes,Low,395,In Stock,Low,FALSE,FALSE,0,Low Risk,34.21165803,Fast Moving,0.09373057,1.31,Low,0,1.31,A - Good,202.6218382,High Variation (~206),0
SKU0295,Fresh Product 284,Fresh Produce,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1439,07/04/2025,12/02/2025,14/04/2025,155,161,16,19,0,0,15.62,5320,10.31,78.1,41,5,$1.28,$1.45,$205.73,2.91,8,0.8552,FEFO,Expiring Soon,-1,14/08/2025,-3.61%,71.84%,No Notes,Low,126,In Stock,Low,FALSE,FALSE,0,Low Risk,35.41180124,Fast Moving,0.097018634,0.72,Low,0,0.72,A - Good,206.5718724,High Variation (~206),0
SKU0296,Frozen Product 383,Frozen,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH4921,28/03/2025,25/02/2025,07/10/2025,165,351,44,11,2,2,19.36,5320,18.13,193.6,102,10,$6.66,$6.52,"$2,338.22",1.65,10,0.8243,FEFO,In Stock,-2,26/08/2025,-8.31%,62.92%,No Notes,Low,294,In Stock,Low,FALSE,FALSE,0,Low Risk,20.13219373,Fast Moving,0.055156695,1.76,Low,0,1.76,A - Good,199.2482854,High Variation (~206),0
SKU0297,Pantry Product 37,Pantry,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3162,09/06/2025,16/05/2025,18/03/2028,92,73,7,8,0,0,4.65,1210,15.7,4.65,6,1,$1.69,$1.79,$123.19,1.91,3,0.8529,FEFO,In Stock,2,25/07/2025,6.49%,97.24%,No Notes,Low,58,In Stock,Low,FALSE,FALSE,0,Low Risk,23.25,Fast Moving,0.06369863,0.15,Low,0,0.15,A - Good,213.1579776,Very Uneven (~213+),0
SKU0298,Dairy Product 242,Dairy,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1225,12/04/2025,27/03/2025,21/04/2025,150,56,56,0,2,1,35.45,1255,1.58,35.45,26,1,$0.92,$1.04,$51.53,18.99,13,0.9702,FIFO,Low Stock,1,04/09/2025,0.83%,84.02%,No Notes,High,-2,Out of Stock,Critical,FALSE,FALSE,0,High Risk,231.0580357,Very Fast Moving,0.633035714,0.03,Low,0,0.03,A - Good,213.1579776,Very Uneven (~213+),0
SKU0299,Personal Product 204,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9209,02/04/2025,12/02/2025,31/03/2030,160,92,16,18,1,4,5.62,1210,16.37,22.48,16,4,$15.50,$17.70,"$1,426.16",1.83,4,0.7825,FEFO,In Stock,0,17/07/2025,7.80%,69.37%,No Notes,Low,57,In Stock,Low,FALSE,FALSE,0,Low Risk,22.29673913,Fast Moving,0.061086957,0.87,Low,0,0.87,A - Good,199.2482854,High Variation (~206),0
SKU0300,Fresh Product 275,Fresh Produce,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH2369,01/08/2025,13/07/2025,08/08/2025,39,186,17,17,3,0,11.61,3660,16.02,23.22,19,2,$1.54,$1.74,$286.98,1.87,3,0.8221,FIFO,Expiring Soon,-5,06/07/2025,-1.19%,96.49%,No Notes,Low,149,In Stock,Low,FALSE,FALSE,0,Low Risk,22.78306452,Fast Moving,0.062419355,0.36,Low,0,0.36,A - Good,206.5718724,High Variation (~206),0
SKU0301,Personal Product 80,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2083,01/06/2025,13/05/2025,14/09/2029,100,142,26,23,1,0,18.95,4450,7.49,37.9,28,2,$7.69,$8.34,"$1,092.18",4,7,0.9168,FEFO,In Stock,0,10/08/2025,5.95%,72.78%,Seasonal SKU,Medium,92,In Stock,Critical,FALSE,FALSE,0,Medium Risk,48.70950704,Fast Moving,0.133450704,0.17,Low,0,0.17,A - Good,199.2482854,High Variation (~206),0
SKU0302,Personal Product 60,Personal Care,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6067,07/04/2025,24/02/2025,28/07/2026,155,137,16,4,2,3,12.78,4910,10.72,178.92,95,14,$6.53,$6.31,$894.34,2.8,5,0.7945,FIFO,Low Stock,4,25/08/2025,-9.58%,78.40%,High return rate,Low,115,In Stock,Low,TRUE,TRUE,3.28,Low Risk,34.04890511,Fast Moving,0.093284672,2.88,Medium,3.28,6.16,B - Normal,206.5718724,High Variation (~206),14.56
SKU0303,Beverages Product 84,Beverages,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH5247,29/04/2025,19/04/2025,23/03/2029,133,91,76,15,2,1,20.74,5690,4.39,41.48,22,2,$7.27,$8.27,$661.74,6.84,14,0.8197,FEFO,In Stock,-1,24/08/2025,-0.26%,69.93%,No Notes,Medium,-2,Out of Stock,Critical,FALSE,FALSE,0,High Risk,83.18791209,Very Fast Moving,0.227912088,0.36,Low,0,0.36,A - Good,199.2482854,High Variation (~206),0
SKU0304,Household Product 376,Household,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH5456,16/06/2025,14/05/2025,11/11/2028,85,30,0,3,0,0,3.14,780,9.55,6.28,10,2,$19.42,$19.48,$582.71,3.14,1,0.7236,FIFO,In Stock,0,07/08/2025,-5.65%,89.66%,No Notes,Medium,27,Low,Critical,FALSE,FALSE,0,Medium Risk,38.20333333,Fast Moving,0.104666667,0.55,Low,0,0.55,A - Good,213.1579776,Very Uneven (~213+),0
SKU0305,Pantry Product 40,Pantry,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH1908,02/05/2025,01/04/2025,08/05/2028,130,13,2,2,2,0,1.29,470,10.08,1.29,2,1,$7.27,$8.08,$94.57,2.98,2,0.7666,FIFO,In Stock,2,24/07/2025,5.98%,87.63%,No Notes,Low,7,Low,Low,FALSE,FALSE,0,Low Risk,36.21923077,Fast Moving,0.099230769,0.23,Low,0,0.23,A - Good,202.6218382,High Variation (~206),0
SKU0306,Beverages Product 458,Beverages,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH1042,13/07/2025,11/07/2025,20/05/2029,58,661,243,134,0,0,79.67,2698,8.3,796.7,406,10,$1.85,$1.82,"$1,224.17",3.62,25,0.9889,FIFO,Low Stock,3,09/08/2025,-5.59%,83.69%,Promotional item,Medium,284,In Stock,Critical,TRUE,TRUE,1.7,Medium Risk,43.99326778,Fast Moving,0.120529501,0.11,Low,1.7,1.81,A - Good,213.1579776,Very Uneven (~213+),11.4
SKU0307,Bakery Product 77,Bakery,B,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7870,21/04/2025,07/04/2025,28/04/2025,141,633,55,32,1,2,48.02,1054,13.18,144.06,73,3,$2.94,$2.65,"$1,859.31",2.28,26,0.7954,FEFO,Expiring Soon,3,09/08/2025,5.22%,88.69%,No Notes,Low,545,In Stock,Low,FALSE,FALSE,0,Low Risk,27.6892575,Fast Moving,0.075860979,0.61,Low,0,0.61,A - Good,213.1579776,Very Uneven (~213+),0
SKU0308,Beverages Product 139,Beverages,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH9225,06/06/2025,24/04/2025,05/02/2027,95,488,58,119,2,0,58.54,19,8.34,175.62,97,3,$1.63,$1.78,$797.25,3.6,25,0.811,FIFO,In Stock,5,18/08/2025,1%,97.04%,No Notes,Medium,309,In Stock,Critical,FALSE,FALSE,0,Medium Risk,43.78504098,Fast Moving,0.119959016,0.57,Low,0,0.57,A - Good,206.5718724,High Variation (~206),0
SKU0309,Frozen Product 24,Frozen,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH6090,13/05/2025,23/04/2025,20/01/2026,119,329,58,39,1,0,26.15,7630,12.58,78.45,40,3,$7.48,$7.61,"$2,460.62",2.38,11,0.9381,FIFO,In Stock,3,01/07/2025,-9.02%,71.46%,No Notes,Low,231,In Stock,Low,FALSE,FALSE,0,Low Risk,29.01139818,Fast Moving,0.079483283,0.19,Low,0,0.19,A - Good,213.1579776,Very Uneven (~213+),0
SKU0310,Bakery Product 150,Bakery,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH8600,03/04/2025,11/03/2025,06/04/2025,159,112,9,14,1,0,10.82,2660,10.35,75.74,47,7,$2.33,$2.24,$261.13,2.9,4,0.8431,FEFO,Low Stock,1,15/08/2025,-9.27%,74.11%,No Notes,Low,88,In Stock,Low,FALSE,FALSE,0,Low Risk,35.26160714,Fast Moving,0.096607143,1.1,Low,0,1.1,A - Good,199.2482854,High Variation (~206),0
SKU0311,Pantry Product 408,Pantry,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1391,08/09/2025,25/08/2025,25/12/2028,1,291,37,50,4,1,24.73,6700,11.77,123.65,66,5,$8.25,$7.71,"$2,400.81",2.55,14,0.9552,FEFO,In Stock,5,20/06/2025,3.32%,94.46%,No Notes,Low,200,In Stock,Low,FALSE,FALSE,0,Low Risk,31.01872852,Fast Moving,0.084982818,0.22,Low,0,0.22,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0312,Household Product 487,Household,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH6038,25/03/2025,19/03/2025,03/05/2028,168,35,2,2,3,0,4.39,1630,7.97,4.39,3,1,$6.75,$7.04,$236.32,3.76,3,0.7384,FIFO,In Stock,-3,04/07/2025,-1.16%,88.76%,No Notes,Medium,28,Low,Critical,FALSE,FALSE,0,Medium Risk,45.78142857,Fast Moving,0.125428571,0.26,Low,0,0.26,A - Good,213.1579776,Very Uneven (~213+),0
SKU0313,Bakery Product 493,Bakery,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH1719,30/06/2025,03/05/2025,02/07/2025,71,265,155,110,6,2,57.12,1612,4.64,285.6,144,5,$1.71,$1.86,$453.07,6.47,22,0.9357,FIFO,Low Stock,7,05/07/2025,-9.65%,71.30%,No Notes,Medium,-6,Out of Stock,Critical,TRUE,TRUE,0.36,High Risk,78.67471698,Very Fast Moving,0.21554717,0.32,Low,0.36,0.68,A - Good,192.2676003,Moderate Imbalance (~192),8.72
SKU0314,Personal Product 235,Personal Care,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3187,16/08/2025,07/07/2025,16/06/2029,24,66,11,36,2,0,10.97,3880,6.02,32.91,18,3,$20.14,$19.65,"$1,328.91",4.99,3,0.847,FEFO,In Stock,0,31/08/2025,-9.50%,70.15%,No Notes,Medium,17,Low,Critical,FALSE,FALSE,0,Medium Risk,60.66742424,Very Fast Moving,0.166212121,0.46,Low,0,0.46,A - Good,206.5718724,High Variation (~206),0
SKU0315,Fresh Product 340,Fresh Produce,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6161,27/06/2025,29/04/2025,04/07/2025,74,254,25,27,4,1,21.37,4830,11.89,85.48,46,4,$1.27,$1.16,$321.34,2.52,8,0.8661,FEFO,Expiring Soon,-4,12/06/2025,6.55%,72.82%,No Notes,Low,198,In Stock,Low,FALSE,FALSE,0,Low Risk,30.70885827,Fast Moving,0.084133858,0.54,Low,0,0.54,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0316,Seafood Product 232,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3230,21/08/2025,03/07/2025,27/08/2025,19,15,2,1,3,1,1.11,250,13.51,5.55,6,5,$14.27,$14.30,$214.04,2.22,3,0.9948,FIFO,Expiring Soon,0,21/08/2025,-4.25%,60.05%,Fragile,Low,9,Low,Low,FALSE,FALSE,0,Low Risk,27.01,Fast Moving,0.074,0.03,Low,0,0.03,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0317,Frozen Product 209,Frozen,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8404,10/06/2025,22/05/2025,29/01/2026,91,136,26,37,0,0,15.46,5670,8.8,154.6,81,10,$3.01,$2.88,$409.07,3.41,7,0.8047,FEFO,Low Stock,-2,07/08/2025,7.63%,84.17%,No Notes,Medium,73,In Stock,Critical,TRUE,TRUE,1.2,Medium Risk,41.49191176,Fast Moving,0.113676471,1.95,Low,1.2,3.15,A - Good,206.5718724,High Variation (~206),10.4
SKU0318,Fresh Product 414,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH6370,30/08/2025,21/08/2025,05/09/2025,10,621,46,81,1,1,42.74,1093,14.53,170.96,91,4,$1.36,$1.27,$844.68,2.06,11,0.7291,FIFO,Expiring Soon,1,09/08/2025,-7.87%,97.93%,No Notes,Low,493,In Stock,Low,FALSE,FALSE,0,Low Risk,25.12093398,Fast Moving,0.068824477,1.08,Low,0,1.08,A - Good,206.5718724,High Variation (~206),0
SKU0319,Bakery Product 26,Bakery,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7625,27/07/2025,03/06/2025,29/07/2025,44,554,8,93,1,0,45.07,1138,12.29,630.98,323,14,$2.53,$2.49,"$1,401.23",2.44,16,0.9877,FEFO,Low Stock,1,30/06/2025,-3.67%,95.44%,No Notes,Low,452,In Stock,Low,TRUE,TRUE,1.71,Low Risk,29.69413357,Fast Moving,0.081353791,0.17,Low,1.71,1.88,A - Good,199.2482854,High Variation (~206),11.42
SKU0320,Meat Product 237,Meat,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2010,09/08/2025,17/06/2025,14/08/2025,31,80,25,21,0,1,10.18,3270,7.86,30.54,17,3,$11.64,$10.74,$931.25,3.82,4,0.7252,FIFO,Expiring Soon,-3,24/08/2025,0.23%,66.06%,No Notes,Medium,34,Low,Critical,FALSE,FALSE,0,Medium Risk,46.44625,Fast Moving,0.12725,0.82,Low,0,0.82,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0321,Bakery Product 352,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH2228,12/04/2025,11/04/2025,16/04/2025,150,74,2,12,2,1,15.97,5970,4.63,31.94,23,2,$3.68,$4.15,$272.55,6.47,4,0.857,FIFO,Expiring Soon,0,15/08/2025,5.63%,84.09%,No Notes,Medium,58,In Stock,Critical,FALSE,FALSE,0,High Risk,78.77094595,Very Fast Moving,0.215810811,0.29,Low,0,0.29,A - Good,206.5718724,High Variation (~206),0
SKU0322,Frozen Product 66,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH8552,09/08/2025,06/08/2025,15/02/2026,31,234,15,31,0,2,20.86,5060,11.22,20.86,15,1,$3.12,$3.07,$730.90,2.67,3,0.7222,FIFO,In Stock,1,28/06/2025,-3.43%,78.45%,No Notes,Low,188,In Stock,Low,FALSE,FALSE,0,Low Risk,32.53803419,Fast Moving,0.089145299,0.28,Low,0,0.28,A - Good,199.2482854,High Variation (~206),0
SKU0323,Beverages Product 255,Beverages,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3831,19/03/2025,25/02/2025,08/08/2028,174,2,151,139,0,0,85.74,2618,0.02,600.18,302,7,$4.38,$4.47,"$6,934.91",1.62,32,0.8855,FIFO,In Stock,4,17/08/2025,-7.77%,78.30%,No Notes,Low,-288,Out of Stock,Critical,TRUE,TRUE,6.98,High Risk,15647.55,Very Fast Moving,42.87,0.8,Low,6.98,7.78,A - Good,202.6218382,High Variation (~206),21.96
SKU0324,Frozen Product 77,Frozen,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5026,04/04/2025,22/02/2025,07/03/2026,158,180,44,38,1,2,38.73,134,4.65,387.3,199,10,$6.34,$5.80,"$1,141.18",6.45,14,0.9396,FEFO,Low Stock,3,08/07/2025,8.54%,85.55%,No Notes,Medium,97,In Stock,Critical,TRUE,TRUE,5.35,High Risk,78.53583333,Very Fast Moving,0.215166667,0.6,Low,5.35,5.95,A - Good,206.5718724,High Variation (~206),18.7
SKU0325,Pantry Product 32,Pantry,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7868,03/06/2025,22/05/2025,11/03/2027,98,108,15,0,0,0,5.99,1870,18.03,29.95,21,5,$13.03,$13.86,"$1,407.29",1.66,4,0.7014,FIFO,In Stock,-2,21/06/2025,0.23%,74.54%,No Notes,Low,93,In Stock,Low,FALSE,FALSE,0,Low Risk,20.24398148,Fast Moving,0.055462963,1.49,Low,0,1.49,A - Good,199.2482854,High Variation (~206),0
SKU0326,Pantry Product 10,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8940,10/05/2025,18/04/2025,29/05/2029,122,69,25,23,3,0,9.42,3620,7.32,37.68,24,4,$1.36,$1.33,$94.12,4.1,7,0.7223,FEFO,In Stock,0,22/07/2025,-2.50%,95.46%,No Notes,Medium,18,Low,Critical,FALSE,FALSE,0,Medium Risk,49.83043478,Fast Moving,0.136521739,1.11,Low,0,1.11,A - Good,199.2482854,High Variation (~206),0
SKU0327,Fresh Product 306,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8728,30/06/2025,28/05/2025,03/07/2025,71,433,147,58,1,0,53.2,1917,8.14,159.6,88,3,$1.57,$1.43,$679.59,3.69,16,0.8389,FEFO,Expiring Soon,-3,27/06/2025,-6.12%,92.02%,No Notes,Medium,227,In Stock,Critical,FALSE,FALSE,0,Medium Risk,44.84526559,Fast Moving,0.122863741,0.48,Low,0,0.48,A - Good,213.1579776,Very Uneven (~213+),0
SKU0328,Personal Product 52,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1916,03/07/2025,16/05/2025,29/06/2029,68,15,3,2,1,1,1.75,490,8.57,8.75,7,5,$4.19,$4.51,$62.81,3.5,2,0.8021,FIFO,Low Stock,2,28/06/2025,6.42%,74.01%,No Notes,Medium,9,Low,Critical,FALSE,FALSE,0,Medium Risk,42.58333333,Fast Moving,0.116666667,0.99,Low,0,0.99,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0329,Household Product 182,Household,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6210,11/07/2025,21/05/2025,05/11/2029,60,15,8,7,0,1,2.92,1000,5.14,2.92,10,1,$16.80,$18.91,$252.00,5.84,3,0.7225,FEFO,In Stock,2,26/06/2025,-8.53%,71.77%,Promotional item,Medium,0,Out of Stock,Critical,FALSE,FALSE,0,Medium Risk,71.05333333,Very Fast Moving,0.194666667,0.28,Low,0,0.28,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0330,Personal Product 289,Personal Care,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9882,23/07/2025,04/07/2025,26/04/2029,48,119,43,12,0,1,15.81,5000,7.53,110.67,57,7,$18.40,$21.14,"$2,189.33",3.99,3,0.903,FIFO,Low Stock,6,09/07/2025,-6.93%,79.22%,Seasonal SKU,Medium,64,In Stock,Critical,FALSE,FALSE,0,Medium Risk,48.49285714,Fast Moving,0.132857143,0.68,Low,0,0.68,A - Good,206.5718724,High Variation (~206),0
SKU0331,Meat Product 113,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6435,10/05/2025,13/03/2025,15/05/2025,122,301,29,31,0,1,32.22,1198,9.34,96.66,57,3,$9.74,$9.96,"$2,932.52",3.21,18,0.8997,FIFO,Expiring Soon,2,24/08/2025,-7.61%,94.61%,No Notes,Medium,241,In Stock,Critical,FALSE,FALSE,0,Medium Risk,39.07076412,Fast Moving,0.107043189,0.3,Low,0,0.3,A - Good,206.5718724,High Variation (~206),0
SKU0332,Dairy Product 411,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH3320,04/09/2025,17/07/2025,15/09/2025,5,86,21,2,0,0,10.47,2680,8.21,20.94,11,2,$3.29,$2.97,$283.05,3.65,3,0.8741,FIFO,Expiring Soon,0,04/07/2025,-9.61%,75.46%,No Notes,Medium,63,In Stock,Critical,FALSE,FALSE,0,Medium Risk,44.43662791,Fast Moving,0.121744186,0.25,Low,0,0.25,A - Good,213.1579776,Very Uneven (~213+),0
SKU0333,Personal Product 192,Personal Care,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH5944,15/08/2025,26/07/2025,04/07/2028,25,128,14,7,1,0,7.79,1650,16.43,15.58,13,2,$13.25,$14.69,"$1,695.56",1.83,4,0.7083,FIFO,In Stock,0,20/08/2025,-9.13%,67.65%,No Notes,Low,106,In Stock,Low,FALSE,FALSE,0,Low Risk,22.21367188,Fast Moving,0.060859375,0.58,Low,0,0.58,A - Good,206.5718724,High Variation (~206),0
SKU0334,Bakery Product 328,Bakery,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6846,27/07/2025,13/07/2025,03/08/2025,44,1,85,82,0,1,62.06,2167,0.02,124.12,66,2,$1.36,$1.49,"$1,386.45",1.82,26,0.7243,FIFO,Expiring Soon,2,23/07/2025,-3.78%,78.69%,No Notes,Low,-166,Out of Stock,Critical,TRUE,TRUE,1.98,High Risk,22651.9,Very Fast Moving,62.06,0.55,Low,1.98,2.53,A - Good,199.2482854,High Variation (~206),11.96
SKU0335,Beverages Product 66,Beverages,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7415,14/03/2025,19/01/2025,30/05/2029,179,42,16,16,1,2,8.84,2610,4.75,35.36,25,4,$6.17,$6.73,$259.23,6.31,1,0.8841,FIFO,Low Stock,0,17/08/2025,-9.90%,81.72%,No Notes,Medium,9,Low,Critical,FALSE,FALSE,0,High Risk,76.82380952,Very Fast Moving,0.21047619,0.46,Low,0,0.46,A - Good,213.1579776,Very Uneven (~213+),0
SKU0336,Personal Product 496,Personal Care,A,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2705,30/03/2025,30/01/2025,31/05/2029,163,150,45,57,0,2,22.39,6560,6.7,44.78,27,2,$15.76,$17.70,"$2,364.69",4.48,10,0.7713,FEFO,In Stock,-3,22/08/2025,-4.59%,71.95%,No Notes,Medium,48,Low,Critical,FALSE,FALSE,0,Medium Risk,54.48233333,Very Fast Moving,0.149266667,0.46,Low,0,0.46,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0337,Fresh Product 178,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6500,31/03/2025,03/03/2025,04/04/2025,162,1,95,103,0,0,71.51,2127,0.01,1001.14,509,14,$1.36,$1.38,"$1,511.12",1.93,24,0.7428,FIFO,Low Stock,-2,07/08/2025,-2.04%,78.16%,No Notes,Low,-197,Out of Stock,Critical,TRUE,TRUE,13.99,High Risk,26101.15,Very Fast Moving,71.51,3.6,Medium,13.99,17.59,B - Normal,192.2676003,Moderate Imbalance (~192),35.98
